DATA	CAMINHO	"QTD GERAL
 LINHAS"	"LINHAS
SCRIPLETS"	"LINHAS
TAGLIB"	"LINHAS
HTML"	"LINHAS
SCRIPLETS
COMENTADAS"
2011-02-12 11:06:00	application/src/main/webapp/pages/application/savings/jsp/editsavingsaccount.jsp	189	0	9	161	19
2011-02-12 11:06:00	application/src/main/webapp/pages/application/savings/jsp/previewsavingsaccount.jsp	170	0	8	143	19
2011-02-12 11:06:00	application/src/main/webapp/pages/application/savings/jsp/review_transaction_savings.jsp	216	0	9	188	19
2011-02-12 11:06:00	application/src/main/webapp/pages/application/savings/jsp/reviewclosesavings.jsp	187	0	9	158	20
2011-02-12 11:06:00	application/src/main/webapp/pages/application/savings/jsp/savingsaccountdepositduedetails.jsp	186	0	11	156	19
2011-02-12 11:06:00	application/src/main/webapp/pages/application/savings/jsp/savingsaccountdetail.jsp	477	0	10	448	19
2011-02-12 11:06:00	application/src/main/webapp/pages/application/savings/jsp/viewChangeLog.jsp	106	0	11	76	19
2011-02-12 11:06:00	application/src/main/webapp/pages/application/savings/jsp/viewsavingsaccountactivity.jsp	84	0	9	56	19
2011-02-12 11:06:00	application/src/main/webapp/pages/application/savings/jsp/viewsavingstrxnhistory.jsp	83	0	9	55	19
2011-02-12 11:06:00	application/src/main/webapp/pages/application/savings/jsp/viewstatuschangehistory.jsp	86	0	9	58	19
2011-02-12 11:06:00	application/src/main/webapp/pages/application/surveys/jsp/captureQuestionResponses.jsp	241	0	14	208	19
2011-02-12 11:06:00	application/src/main/webapp/pages/application/surveys/jsp/viewQuestionResponses.jsp	81	0	3	59	19
2011-02-12 11:06:00	application/src/main/webapp/pages/framework/jsp/clientaccheader.jsp	67	0	4	44	19
2011-02-12 11:06:00	application/src/main/webapp/pages/framework/jsp/error.jsp	31	0	3	9	19
2011-02-12 11:06:00	application/src/main/webapp/pages/framework/jsp/footer.jsp	19	0	0	0	19
2011-02-12 11:06:00	application/src/main/webapp/pages/framework/jsp/header.jsp	50	0	4	27	19
2011-02-12 11:06:00	application/src/main/webapp/pages/framework/jsp/homeheader.jsp	50	0	4	27	19
2011-02-12 11:06:00	application/src/main/webapp/pages/framework/jsp/homepagelayout.jsp	37	0	2	16	19
2011-02-12 11:06:00	application/src/main/webapp/pages/framework/jsp/mainlayout.jsp	54	0	5	30	19
2011-02-12 11:06:00	application/src/main/webapp/pages/framework/jsp/menulayout.jsp	37	0	2	16	19
2011-02-12 11:06:00	application/src/main/webapp/pages/framework/jsp/nomenureport.jsp	31	0	2	10	19
2011-02-12 11:06:00	application/src/main/webapp/pages/framework/jsp/nomenusearch.jsp	67	0	3	45	19
2011-02-12 11:06:00	application/src/main/webapp/pages/framework/jsp/pageexpirederror.jsp	31	0	3	9	19
2011-02-12 11:06:00	application/src/main/webapp/pages/framework/jsp/plainheader.jsp	50	0	4	27	19
2011-02-12 11:06:00	application/src/main/webapp/pages/framework/jsp/reportsheader.jsp	50	0	4	27	19
2011-02-12 11:06:00	application/src/main/webapp/pages/framework/jsp/search.jsp	57	0	4	34	19
2011-02-12 11:06:00	application/src/main/webapp/pages/framework/jsp/searchlayout.jsp	34	0	1	14	19
2011-02-12 11:06:00	application/src/main/webapp/pages/framework/jsp/searchwithmenu.jsp	58	0	4	35	19
2011-02-12 03:59:22	application/src/main/webapp/pages/application/loan/jsp/schedulePreview.jsp	329	0	10	300	19
2011-02-11 22:41:39	application/src/main/webapp/pages/accounts/jsp/account_addnotes.jsp	130	0	8	103	19
2011-02-11 22:41:39	application/src/main/webapp/pages/accounts/jsp/account_notes.jsp	95	0	9	67	19
2011-02-11 22:41:39	application/src/main/webapp/pages/accounts/jsp/account_previewnotes.jsp	140	0	9	112	19
2011-02-11 22:41:39	application/src/main/webapp/pages/accounts/jsp/applyCharges.jsp	232	0	10	203	19
2011-02-11 22:41:39	application/src/main/webapp/pages/accounts/jsp/applyadjustment.jsp	288	0	9	179	100
2011-02-11 22:41:39	application/src/main/webapp/pages/accounts/jsp/applypayment.jsp	205	0	9	177	19
2011-02-11 22:41:39	application/src/main/webapp/pages/accounts/jsp/change_status.jsp	204	0	9	176	19
2011-02-11 22:41:39	application/src/main/webapp/pages/accounts/jsp/change_status_preview.jsp	162	0	10	133	19
2011-02-11 22:41:39	application/src/main/webapp/pages/accounts/jsp/reviewapplypayment.jsp	186	0	9	158	19
2011-02-11 22:41:39	application/src/main/webapp/pages/accounts/jsp/viewtrxnhistory.jsp	135	0	9	107	19
2011-02-11 22:41:39	application/src/main/webapp/pages/application/admin/jsp/admin.jsp	421	0	7	394	20
2011-02-11 22:41:39	application/src/main/webapp/pages/application/admindocument/jsp/admindocumentReport.jsp	30	0	4	7	19
2011-02-11 22:41:39	application/src/main/webapp/pages/application/admindocument/jsp/birtAdminDocumentUpload.jsp	221	0	8	194	19
2011-02-11 22:41:39	application/src/main/webapp/pages/application/admindocument/jsp/editBirtAdminDocumentUpload.jsp	221	0	8	194	19
2011-02-11 22:41:39	application/src/main/webapp/pages/application/admindocument/jsp/editPreviewBirtAdminDocumentUpload.jsp	178	0	8	151	19
2011-02-11 22:41:39	application/src/main/webapp/pages/application/admindocument/jsp/previewBirtAdminDocumentUpload.jsp	178	0	8	151	19
2011-02-11 22:41:39	application/src/main/webapp/pages/application/admindocument/jsp/viewAdministrativeDocuments.jsp	112	0	8	85	19
2011-02-11 22:41:39	application/src/main/webapp/pages/application/center/jsp/center_search.jsp	160	0	7	134	19
2011-02-11 22:41:39	application/src/main/webapp/pages/application/center/jsp/center_search_results.jsp	176	0	8	149	19
2011-02-11 22:41:39	application/src/main/webapp/pages/application/center/jsp/center_search_results_transfer_group.jsp	122	0	8	95	19
2011-02-11 22:41:39	application/src/main/webapp/pages/application/center/jsp/center_search_transfer_group.jsp	110	0	9	82	19
2011-02-11 22:41:39	application/src/main/webapp/pages/application/center/jsp/chooseOffice.jsp	140	0	8	112	20
2011-02-11 22:41:39	application/src/main/webapp/pages/application/center/jsp/createcenterconfirmation.jsp	122	0	8	95	19
2011-02-11 22:41:39	application/src/main/webapp/pages/application/center/jsp/createnewcenter.jsp	564	0	10	535	19
2011-02-11 22:41:39	application/src/main/webapp/pages/application/center/jsp/editcenter.jsp	407	0	10	350	47
2011-02-11 22:41:39	application/src/main/webapp/pages/application/center/jsp/previewcenter.jsp	387	0	10	358	19
2011-02-11 22:41:39	application/src/main/webapp/pages/application/center/jsp/previeweditcenter.jsp	264	0	9	235	20
2011-02-11 22:41:39	application/src/main/webapp/pages/application/center/jsp/viewCenterActivity.jsp	117	0	11	87	19
2011-02-11 22:41:39	application/src/main/webapp/pages/application/center/jsp/viewCenterDetails.jsp	650	0	11	612	27
2011-02-11 22:41:39	application/src/main/webapp/pages/application/center/jsp/viewChangeLog.jsp	106	0	11	76	19
2011-02-11 22:41:39	application/src/main/webapp/pages/application/center/jsp/view_centerchargesdetail.jsp	276	0	10	247	19
2011-02-11 22:41:39	application/src/main/webapp/pages/application/checklist/jsp/checklistDetails.jsp	143	0	12	112	19
2011-02-11 22:41:39	application/src/main/webapp/pages/application/checklist/jsp/create_checkList.jsp	277	0	11	247	19
2011-02-11 22:41:39	application/src/main/webapp/pages/application/checklist/jsp/editPreview_checkList.jsp	175	0	9	147	19
2011-02-11 22:41:39	application/src/main/webapp/pages/application/checklist/jsp/manage_checkList.jsp	278	0	11	248	19
2011-02-11 22:41:39	application/src/main/webapp/pages/application/checklist/jsp/preview_checkList.jsp	198	0	9	169	20
2011-02-11 22:41:39	application/src/main/webapp/pages/application/checklist/jsp/view_checkList.jsp	149	0	7	123	19
2011-02-11 22:41:39	application/src/main/webapp/pages/application/client/jsp/chooseOffice.jsp	156	0	8	129	19
2011-02-11 22:41:39	application/src/main/webapp/pages/application/client/jsp/choosebranch.jsp	111	0	9	83	19
2011-02-11 22:41:39	application/src/main/webapp/pages/application/client/jsp/client_creationConfirmation.jsp	139	0	6	114	19
2011-02-11 22:41:39	application/src/main/webapp/pages/application/client/jsp/confirmParentTransfer.jsp	126	0	9	98	19
2011-02-11 22:41:39	application/src/main/webapp/pages/application/client/jsp/confirmbranchtransfer.jsp	122	0	9	94	19
2011-02-11 22:41:39	application/src/main/webapp/pages/application/client/jsp/create_ClientFamilyInfo.jsp	393	0	11	363	19
2011-02-11 22:41:39	application/src/main/webapp/pages/application/client/jsp/create_ClientMfiInfo.jsp	435	0	9	399	27
2011-02-11 22:41:39	application/src/main/webapp/pages/application/client/jsp/create_ClientPersonalInfo.jsp	820	0	11	762	47
2011-02-11 22:41:39	application/src/main/webapp/pages/application/client/jsp/customerPicture.jsp	106	0	8	78	20
2011-02-11 22:41:39	application/src/main/webapp/pages/application/client/jsp/edit_ClientFamilyInfo.jsp	337	0	8	310	19
2011-02-11 22:41:39	application/src/main/webapp/pages/application/client/jsp/edit_ClientMfiInfo.jsp	200	0	10	166	24
2011-02-11 22:41:39	application/src/main/webapp/pages/application/client/jsp/edit_ClientPersonalInfo.jsp	543	0	10	484	49
2011-02-11 22:41:39	application/src/main/webapp/pages/application/client/jsp/preview_ClientDetails.jsp	726	0	10	682	34
2011-02-11 22:41:39	application/src/main/webapp/pages/application/client/jsp/preview_EditClientFamilyInfo.jsp	187	0	8	160	19
2011-02-11 22:41:39	application/src/main/webapp/pages/application/client/jsp/preview_EditClientMfiInfo.jsp	200	0	8	173	19
2011-02-11 22:41:39	application/src/main/webapp/pages/application/client/jsp/preview_EditClientPersonalInfo.jsp	351	0	9	311	31
2011-02-11 22:41:39	application/src/main/webapp/pages/application/client/jsp/viewChangeLog.jsp	105	0	11	75	19
2011-02-11 22:41:39	application/src/main/webapp/pages/application/client/jsp/viewClientActivity.jsp	125	0	12	94	19
2011-02-11 22:41:39	application/src/main/webapp/pages/application/client/jsp/viewClientDetails.jsp	876	0	11	843	22
2011-02-11 22:41:39	application/src/main/webapp/pages/application/client/jsp/view_clientchargesdetail.jsp	298	0	11	268	19
2011-02-11 22:41:39	application/src/main/webapp/pages/application/collectionsheet/jsp/bulkentry.jsp	383	0	8	356	19
2011-02-11 22:41:39	application/src/main/webapp/pages/application/collectionsheet/jsp/bulkentry_data.jsp	244	0	10	215	19
2011-02-11 22:41:39	application/src/main/webapp/pages/application/collectionsheet/jsp/bulkentry_preview.jsp	244	0	9	216	19
2011-02-11 22:41:39	application/src/main/webapp/pages/application/collectionsheet/jsp/bulkentryconfirmation.jsp	60	0	5	36	19
2011-02-11 22:41:39	application/src/main/webapp/pages/application/configuration/jsp/definelookupoptions.jsp	626	0	9	598	19
2011-02-11 22:41:39	application/src/main/webapp/pages/application/configuration/jsp/defineonelookupoption.jsp	101	0	9	73	19
2011-02-11 22:41:39	application/src/main/webapp/pages/application/customer/jsp/addCustomerNotes.jsp	133	0	9	105	19
2011-02-11 22:41:39	application/src/main/webapp/pages/application/customer/jsp/applyadjustment.jsp	227	0	9	199	19
2011-02-11 22:41:39	application/src/main/webapp/pages/application/customer/jsp/branch_search.jsp	167	0	7	141	19
2011-02-11 22:41:39	application/src/main/webapp/pages/application/customer/jsp/branch_search_loanofficer.jsp	319	0	7	293	19
2011-02-11 22:41:39	application/src/main/webapp/pages/application/customer/jsp/clients_accounts.jsp	157	0	7	131	19
2011-02-11 22:41:39	application/src/main/webapp/pages/application/customer/jsp/cust_edithistoricaldata.jsp	174	0	8	147	19
2011-02-11 22:41:39	application/src/main/webapp/pages/application/customer/jsp/cust_historicaldata.jsp	150	0	8	123	19
2011-02-11 22:41:39	application/src/main/webapp/pages/application/customer/jsp/cust_previewhistoricaldata.jsp	155	0	8	128	19
2011-02-11 22:41:39	application/src/main/webapp/pages/application/customer/jsp/cust_search_account.jsp	257	0	6	232	19
2011-02-11 22:41:39	application/src/main/webapp/pages/application/customer/jsp/cust_search_account_results.jsp	272	0	7	246	19
2011-02-11 22:41:39	application/src/main/webapp/pages/application/customer/jsp/customerchangeStatus.jsp	205	0	9	177	19
2011-02-11 22:41:39	application/src/main/webapp/pages/application/customer/jsp/customerchangeStatusPreview.jsp	177	0	10	148	19
2011-02-11 22:41:39	application/src/main/webapp/pages/application/customer/jsp/getallclosedaccounts.jsp	201	0	10	172	19
2011-02-11 22:41:39	application/src/main/webapp/pages/application/customer/jsp/home.jsp	145	0	7	119	19
2011-02-11 22:41:39	application/src/main/webapp/pages/application/customer/jsp/previewCustomerNotes.jsp	142	0	9	114	19
2011-02-11 22:41:39	application/src/main/webapp/pages/application/customer/jsp/search_result.jsp	109	0	7	83	19
2011-02-11 22:41:39	application/src/main/webapp/pages/application/customer/jsp/viewCustomerNotes.jsp	86	0	9	58	19
2011-02-11 22:41:39	application/src/main/webapp/pages/application/fees/jsp/CreateFeesConfirmation.jsp	81	0	5	57	19
2011-02-11 22:41:39	application/src/main/webapp/pages/application/fees/jsp/FeeDetails.jsp	164	0	8	136	20
2011-02-11 22:41:39	application/src/main/webapp/pages/application/fees/jsp/ViewEditFees.jsp	124	0	7	97	20
2011-02-11 22:41:39	application/src/main/webapp/pages/application/fees/jsp/feescreate.jsp	364	0	7	338	19
2011-02-11 22:41:39	application/src/main/webapp/pages/application/fees/jsp/feesedit.jsp	146	0	7	120	19
2011-02-11 22:41:39	application/src/main/webapp/pages/application/fees/jsp/previewfeescreate.jsp	249	0	8	222	19
2011-02-11 22:41:39	application/src/main/webapp/pages/application/fees/jsp/previewfeesedit.jsp	144	0	7	118	19
2011-02-11 22:41:39	application/src/main/webapp/pages/application/group/jsp/branchlist.jsp	133	0	8	106	19
2011-02-11 22:41:39	application/src/main/webapp/pages/application/group/jsp/choosebranch.jsp	112	0	9	84	19
2011-02-11 22:41:39	application/src/main/webapp/pages/application/group/jsp/confirmAddClientToGroup.jsp	132	0	9	104	19
2011-02-11 22:41:39	application/src/main/webapp/pages/application/group/jsp/confirmbranchtransfer.jsp	119	0	8	92	19
2011-02-11 22:41:39	application/src/main/webapp/pages/application/group/jsp/confirmcentermembership.jsp	119	0	8	92	19
2011-02-11 22:41:39	application/src/main/webapp/pages/application/group/jsp/creategroup.jsp	642	0	10	611	21
2011-02-11 22:41:39	application/src/main/webapp/pages/application/group/jsp/creategroupconfirmation.jsp	133	0	7	107	19
2011-02-11 22:41:39	application/src/main/webapp/pages/application/group/jsp/deletegroupmembership.jsp	171	0	10	141	20
2011-02-11 22:41:39	application/src/main/webapp/pages/application/group/jsp/edit_groupdetails.jsp	422	0	10	391	21
2011-02-11 22:41:39	application/src/main/webapp/pages/application/group/jsp/group_search.jsp	174	0	8	147	19
2011-02-11 22:41:39	application/src/main/webapp/pages/application/group/jsp/group_search_addMember.jsp	132	0	8	105	19
2011-02-11 22:41:39	application/src/main/webapp/pages/application/group/jsp/group_search_add_client.jsp	133	0	8	106	19
2011-02-11 22:41:39	application/src/main/webapp/pages/application/group/jsp/group_search_client_transfer.jsp	134	0	8	107	19
2011-02-11 22:41:39	application/src/main/webapp/pages/application/group/jsp/group_search_results.jsp	172	0	7	146	19
2011-02-11 22:41:39	application/src/main/webapp/pages/application/group/jsp/group_search_results_client_transfer.jsp	133	0	8	106	19
2011-02-11 22:41:39	application/src/main/webapp/pages/application/group/jsp/preview_editgroupdetails.jsp	297	0	9	265	23
2011-02-11 22:41:39	application/src/main/webapp/pages/application/group/jsp/previewgroup.jsp	485	0	9	455	21
2011-02-11 22:41:39	application/src/main/webapp/pages/application/group/jsp/viewChangeLog.jsp	106	0	11	76	19
2011-02-11 22:41:39	application/src/main/webapp/pages/application/group/jsp/viewGroupActivity.jsp	126	0	12	95	19
2011-02-11 22:41:39	application/src/main/webapp/pages/application/group/jsp/view_groupchargesdetail.jsp	296	0	11	266	19
2011-02-11 22:41:39	application/src/main/webapp/pages/application/group/jsp/viewgroupdetails.jsp	822	0	11	776	35
2011-02-11 22:41:39	application/src/main/webapp/pages/application/holiday/jsp/Review_holidayCreation.jsp	175	0	10	146	19
2011-02-11 22:41:39	application/src/main/webapp/pages/application/holiday/jsp/create_officeHoliday.jsp	177	0	9	149	19
2011-02-11 22:41:39	application/src/main/webapp/pages/application/holiday/jsp/view_organizational_holidays.jsp	126	0	6	101	19
2011-02-11 22:41:39	application/src/main/webapp/pages/application/importexport/jsp/import_transactions.jsp	143	0	8	116	19
2011-02-11 22:41:39	application/src/main/webapp/pages/application/importexport/jsp/import_transactions_confirmation.jsp	64	0	8	37	19
2011-02-11 22:41:39	application/src/main/webapp/pages/application/importexport/jsp/import_transactions_results.jsp	240	0	9	212	19
2011-02-11 22:41:39	application/src/main/webapp/pages/application/loan/jsp/CreateLoanAccountConfirmation.jsp	118	0	9	90	19
2011-02-11 22:41:39	application/src/main/webapp/pages/application/loan/jsp/CreateMultipleLoanAccounts.jsp	214	0	10	185	19
2011-02-11 22:41:39	application/src/main/webapp/pages/application/loan/jsp/CreateMultipleLoanAccountsConfirm.jsp	76	0	10	47	19
2011-02-11 22:41:39	application/src/main/webapp/pages/application/loan/jsp/CreateMultipleLoanAccountsSearchResults.jsp	267	0	10	238	19
2011-02-11 22:41:39	application/src/main/webapp/pages/application/loan/jsp/DisburseLoan.jsp	214	0	11	184	19
2011-02-11 22:41:39	application/src/main/webapp/pages/application/loan/jsp/RepayLoan.jsp	205	0	12	174	19
2011-02-11 22:41:39	application/src/main/webapp/pages/application/loan/jsp/Review_RepayLoan.jsp	192	0	11	162	19
2011-02-11 22:41:39	application/src/main/webapp/pages/application/loan/jsp/Review_loanDisbursement.jsp	222	0	10	193	19
2011-02-11 22:41:39	application/src/main/webapp/pages/application/loan/jsp/changeaccountstatus.jsp	158	0	7	132	19
2011-02-11 22:41:39	application/src/main/webapp/pages/application/loan/jsp/confirmation.jsp	64	0	7	38	19
2011-02-11 22:41:39	application/src/main/webapp/pages/application/loan/jsp/createloanpreview.jsp	542	0	11	512	19
2011-02-11 22:41:39	application/src/main/webapp/pages/application/loan/jsp/editLoanAccount.jsp	503	0	12	471	20
2011-02-11 22:41:39	application/src/main/webapp/pages/application/loan/jsp/editPreviewLoanAccount.jsp	237	0	10	208	19
2011-02-11 22:41:39	application/src/main/webapp/pages/application/loan/jsp/glimLoanForm.jsp	146	0	11	116	19
2011-02-11 22:41:39	application/src/main/webapp/pages/application/loan/jsp/loanRepayment.jsp	169	0	10	140	19
2011-02-11 22:41:39	application/src/main/webapp/pages/application/loan/jsp/loanaccountdetail.jsp	808	9	16	743	40
2011-02-11 22:41:39	application/src/main/webapp/pages/application/loan/jsp/loancreationdetails.jsp	790	0	11	760	19
2011-02-11 22:41:39	application/src/main/webapp/pages/application/loan/jsp/loancreationprdofferingselect.jsp	232	0	9	204	19
2011-02-11 22:41:39	application/src/main/webapp/pages/application/loan/jsp/nextPayment_loanAccount.jsp	259	0	11	229	19
2011-02-11 22:41:39	application/src/main/webapp/pages/application/loan/jsp/nosearchresult.jsp	171	0	7	145	19
2011-02-11 22:41:39	application/src/main/webapp/pages/application/loan/jsp/schedulePreview.jsp	543	0	12	512	19
2011-02-11 22:41:39	application/src/main/webapp/pages/application/loan/jsp/statussearchresults.jsp	249	0	10	220	19
2011-02-11 22:41:39	application/src/main/webapp/pages/application/loan/jsp/undoloandisbursal.jsp	198	0	9	170	19
2011-02-11 22:41:39	application/src/main/webapp/pages/application/loan/jsp/undoloandisbursalpreview.jsp	181	0	9	153	19
2011-02-11 22:41:39	application/src/main/webapp/pages/application/loan/jsp/undoloandisbursalsearch.jsp	91	0	8	64	19
2011-02-11 22:41:39	application/src/main/webapp/pages/application/loan/jsp/viewChangeLog.jsp	107	0	11	77	19
2011-02-11 22:41:39	application/src/main/webapp/pages/application/loan/jsp/viewLoanStatusHistory.jsp	85	0	9	57	19
2011-02-11 22:41:39	application/src/main/webapp/pages/application/loan/jsp/viewOriginalSchedule.jsp	118	0	11	88	19
2011-02-11 22:41:39	application/src/main/webapp/pages/application/loan/jsp/viewloanaccountactivity.jsp	130	0	9	97	24
2011-02-11 22:41:39	application/src/main/webapp/pages/application/login/jsp/changePassword.jsp	142	0	4	119	19
2011-02-11 22:41:39	application/src/main/webapp/pages/application/login/jsp/login.jsp	123	0	4	100	19
2011-02-11 22:41:39	application/src/main/webapp/pages/application/meeting/jsp/createcustomermeeting.jsp	236	0	8	209	19
2011-02-11 22:41:39	application/src/main/webapp/pages/application/meeting/jsp/createmeeting.jsp	246	0	7	220	19
2011-02-11 22:41:39	application/src/main/webapp/pages/application/meeting/jsp/updatemeeting.jsp	279	0	8	252	19
2011-02-11 22:41:39	application/src/main/webapp/pages/application/office/jsp/CreateNewOffice.jsp	301	0	8	274	19
2011-02-11 22:41:39	application/src/main/webapp/pages/application/office/jsp/createNewOfficeSuccessful.jsp	85	0	6	60	19
2011-02-11 22:41:39	application/src/main/webapp/pages/application/office/jsp/edit_preview_office.jsp	218	0	8	191	19
2011-02-11 22:41:39	application/src/main/webapp/pages/application/office/jsp/editoffice.jsp	338	0	8	311	19
2011-02-11 22:41:39	application/src/main/webapp/pages/application/office/jsp/preview_new_office.jsp	252	0	8	225	19
2011-02-11 22:41:39	application/src/main/webapp/pages/application/office/jsp/viewOfficeDetails.jsp	209	0	8	181	20
2011-02-11 22:41:39	application/src/main/webapp/pages/application/office/jsp/viewOffices.jsp	337	0	7	311	19
2011-02-11 22:41:39	application/src/main/webapp/pages/application/personnel/jsp/addpersonnelnotes.jsp	122	0	7	96	19
2011-02-11 22:41:39	application/src/main/webapp/pages/application/personnel/jsp/choose_office.jsp	109	0	6	84	19
2011-02-11 22:41:39	application/src/main/webapp/pages/application/personnel/jsp/create_user.jsp	386	0	7	360	19
2011-02-11 22:41:39	application/src/main/webapp/pages/application/personnel/jsp/createuser_confirmation.jsp	77	0	5	53	19
2011-02-11 22:41:39	application/src/main/webapp/pages/application/personnel/jsp/createuser_preview.jsp	443	0	9	415	19
2011-02-11 22:41:39	application/src/main/webapp/pages/application/personnel/jsp/edit_user.jsp	423	0	8	394	21
2011-02-11 22:41:39	application/src/main/webapp/pages/application/personnel/jsp/edityoursettings.jsp	329	0	8	302	19
2011-02-11 22:41:39	application/src/main/webapp/pages/application/personnel/jsp/personneldetails.jsp	319	0	9	290	20
2011-02-11 22:41:39	application/src/main/webapp/pages/application/personnel/jsp/preview_EditUser.jsp	328	0	9	299	20
2011-02-11 22:41:39	application/src/main/webapp/pages/application/personnel/jsp/previewpersonnelnotes.jsp	138	0	8	111	19
2011-02-11 22:41:39	application/src/main/webapp/pages/application/personnel/jsp/previewyoursettings.jsp	251	0	8	224	19
2011-02-11 22:41:39	application/src/main/webapp/pages/application/personnel/jsp/unlockuser.jsp	108	0	6	83	19
2011-02-11 22:41:39	application/src/main/webapp/pages/application/personnel/jsp/viewchangelog.jsp	111	0	10	82	19
2011-02-11 22:41:39	application/src/main/webapp/pages/application/personnel/jsp/viewpersonnelnotes.jsp	81	0	7	55	19
2011-02-11 22:41:39	application/src/main/webapp/pages/application/personnel/jsp/viewuserchangelog.jsp	99	0	7	73	19
2011-02-11 22:41:39	application/src/main/webapp/pages/application/personnel/jsp/viewusers.jsp	107	0	6	82	19
2011-02-11 22:41:39	application/src/main/webapp/pages/application/personnel/jsp/yoursettings.jsp	218	0	8	191	19
2011-02-11 22:41:39	application/src/main/webapp/pages/application/productdefinition/jsp/CreateLoanProduct.jsp	1143	0	9	1115	19
2011-02-11 22:41:39	application/src/main/webapp/pages/application/productdefinition/jsp/CreateLoanProductConfirmation.jsp	78	0	7	52	19
2011-02-11 22:41:39	application/src/main/webapp/pages/application/productdefinition/jsp/CreateLoanProductPreview.jsp	1023	0	8	995	20
2011-02-11 22:41:39	application/src/main/webapp/pages/application/productdefinition/jsp/CreateProductCategory.jsp	167	0	7	141	19
2011-02-11 22:41:39	application/src/main/webapp/pages/application/productdefinition/jsp/CreateProductCategoryConfirm.jsp	73	0	7	47	19
2011-02-11 22:41:39	application/src/main/webapp/pages/application/productdefinition/jsp/CreateProductCategoryPreview.jsp	184	0	7	158	19
2011-02-11 22:41:39	application/src/main/webapp/pages/application/productdefinition/jsp/CreateSavingsProduct.jsp	413	0	9	385	19
2011-02-11 22:41:39	application/src/main/webapp/pages/application/productdefinition/jsp/CreateSavingsProductConfirmation.jsp	76	0	7	50	19
2011-02-11 22:41:39	application/src/main/webapp/pages/application/productdefinition/jsp/CreateSavingsProductPreview.jsp	284	0	8	256	20
2011-02-11 22:41:39	application/src/main/webapp/pages/application/productdefinition/jsp/EditLoanProduct.jsp	1268	0	9	1240	19
2011-02-11 22:41:39	application/src/main/webapp/pages/application/productdefinition/jsp/EditLoanProductPreview.jsp	1006	0	8	978	20
2011-02-11 22:41:39	application/src/main/webapp/pages/application/productdefinition/jsp/Edit_SavingsProduct.jsp	465	0	9	437	19
2011-02-11 22:41:39	application/src/main/webapp/pages/application/productdefinition/jsp/LoanProductDetails.jsp	514	0	10	474	30
2011-02-11 22:41:39	application/src/main/webapp/pages/application/productdefinition/jsp/ManageProductCategory.jsp	145	0	7	119	19
2011-02-11 22:41:39	application/src/main/webapp/pages/application/productdefinition/jsp/ManageProductCategoryPreview.jsp	154	0	7	128	19
2011-02-11 22:41:39	application/src/main/webapp/pages/application/productdefinition/jsp/Preview_EditSavingsProduct.jsp	300	0	8	273	19
2011-02-11 22:41:39	application/src/main/webapp/pages/application/productdefinition/jsp/ProductCategoryDetails.jsp	114	0	7	88	19
2011-02-11 22:41:39	application/src/main/webapp/pages/application/productdefinition/jsp/Savings_ProductDetails.jsp	268	0	9	240	19
2011-02-11 22:41:39	application/src/main/webapp/pages/application/productdefinition/jsp/ViewEditLoanProduct.jsp	97	0	8	70	19
2011-02-11 22:41:39	application/src/main/webapp/pages/application/productdefinition/jsp/ViewProductCategories.jsp	111	0	7	85	19
2011-02-11 22:41:39	application/src/main/webapp/pages/application/productdefinition/jsp/View_AllSavingsProduct.jsp	110	0	8	83	19
2011-02-11 22:41:39	application/src/main/webapp/pages/application/productdefinition/jsp/editLatenessDefn.jsp	193	0	7	167	19
2011-02-11 22:41:39	application/src/main/webapp/pages/application/productdefinition/jsp/editLatenessDormancy.jsp	141	0	8	114	19
2011-02-11 22:41:39	application/src/main/webapp/pages/application/productdefinition/jsp/viewLoanPrdChangeLog.jsp	117	0	12	86	19
2011-02-11 22:41:39	application/src/main/webapp/pages/application/productdefinition/jsp/viewSavingsPrdChangeLog.jsp	117	0	12	86	19
2011-02-11 22:41:39	application/src/main/webapp/pages/application/reports/jsp/birtReport.jsp	31	0	4	8	19
2011-02-11 22:41:39	application/src/main/webapp/pages/application/reports/jsp/birtReportPreview.jsp	187	0	7	161	19
2011-02-11 22:41:39	application/src/main/webapp/pages/application/reports/jsp/birtReportUpload.jsp	187	0	7	161	19
2011-02-11 22:41:39	application/src/main/webapp/pages/application/reports/jsp/confirmDeleteCategory.jsp	116	4	7	86	19
2011-02-11 22:41:39	application/src/main/webapp/pages/application/reports/jsp/defineNewReportsCategory.jsp	164	0	7	138	19
2011-02-11 22:41:39	application/src/main/webapp/pages/application/reports/jsp/defineNewReportsCategoryPreview.jsp	160	0	7	134	19
2011-02-11 22:41:39	application/src/main/webapp/pages/application/reports/jsp/editReport.jsp	177	0	7	151	19
2011-02-11 22:41:39	application/src/main/webapp/pages/application/reports/jsp/editReportsCategory.jsp	133	0	7	107	19
2011-02-11 22:41:39	application/src/main/webapp/pages/application/reports/jsp/edit_preview_report.jsp	161	0	7	135	19
2011-02-11 22:41:39	application/src/main/webapp/pages/application/reports/jsp/edit_preview_reports_category.jsp	127	0	7	101	19
2011-02-11 22:41:39	application/src/main/webapp/pages/application/reports/jsp/report_designer.jsp	212	1	5	187	19
2011-02-11 22:41:39	application/src/main/webapp/pages/application/reports/jsp/report_designer_datasource_add.jsp	168	0	4	145	19
2011-02-11 22:41:39	application/src/main/webapp/pages/application/reports/jsp/report_designer_datasource_list.jsp	154	2	4	129	19
